group_code,marine_site_name,site_code,site_lat,site_long,ltm_lat,ltm_long,marine_sort_order,marine_common_year,season_name,marine_season_code,marine_common_season,survey_date,target_assemblage,species_code,plot_code,total,plot_area_m2,method_code,state_province,georegion,bioregion,mpa_designation,mpa_region,mpa_lt_region,mpa_name,island,last_updated
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2011,Summer,SU11,122,6/14/11,postelsia,POSPAL,1,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2011,Summer,SU11,122,6/14/11,postelsia,POSPAL,2,2231,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2012,Summer,SU12,126,7/6/12,postelsia,POSPAL,1,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2012,Summer,SU12,126,7/6/12,postelsia,POSPAL,2,758,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2013,Summer,SU13,130,6/22/13,postelsia,POSPAL,1,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2013,Summer,SU13,130,6/22/13,postelsia,POSPAL,2,301,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2014,Summer,SU14,134,6/12/14,postelsia,POSPAL,1,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2014,Summer,SU14,134,6/12/14,postelsia,POSPAL,2,196,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2015,Summer,SU15,138,6/15/15,postelsia,POSPAL,1,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2015,Summer,SU15,138,6/15/15,postelsia,POSPAL,2,14,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2016,Summer,SU16,142,6/4/16,postelsia,POSPAL,1,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2016,Summer,SU16,142,6/4/16,postelsia,POSPAL,2,21,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2017,Summer,SU17,146,6/23/17,postelsia,POSPAL,1,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2017,Summer,SU17,146,6/23/17,postelsia,POSPAL,2,39,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2018,Summer,SU18,150,6/15/18,postelsia,POSPAL,1,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2018,Summer,SU18,150,6/15/18,postelsia,POSPAL,2,75,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2019,Summer,SU19,154,6/16/19,postelsia,POSPAL,1,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2019,Summer,SU19,154,6/16/19,postelsia,POSPAL,2,25,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2020,Summer,SU20,158,7/6/20,postelsia,POSPAL,1,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2020,Summer,SU20,158,7/6/20,postelsia,POSPAL,2,42,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2021,Summer,SU21,162,6/28/21,postelsia,POSPAL,1,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2021,Summer,SU21,162,6/28/21,postelsia,POSPAL,2,35,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2022,Summer,SU22,166,6/15/22,postelsia,POSPAL,1,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2022,Summer,SU22,166,6/15/22,postelsia,POSPAL,2,4,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2023,Summer,SU23,170,6/4/23,postelsia,POSPAL,1,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2023,Summer,SU23,170,6/4/23,postelsia,POSPAL,2,3,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2024,Summer,SU24,174,6/8/24,postelsia,POSPAL,1,0,10,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Sea Ranch,SEA,38.73049927,-123.48864,38.73049927,-123.48864,5150,2024,Summer,SU24,174,6/8/24,postelsia,POSPAL,2,1,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Phillips Gulch,PHL,38.58584976,-123.34147,38.58585358,-123.34147,5160,2010,Summer,SU10,118,6/16/10,postelsia,POSPAL,1,556,14,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Salt Point SMCA,Mainland,11/1/24 10:44
UCSC,Phillips Gulch,PHL,38.58584976,-123.34147,38.58585358,-123.34147,5160,2010,Summer,SU10,118,6/16/10,postelsia,POSPAL,2,319,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Salt Point SMCA,Mainland,11/1/24 10:44
UCSC,Phillips Gulch,PHL,38.58584976,-123.34147,38.58585358,-123.34147,5160,2010,Summer,SU10,118,6/16/10,postelsia,POSPAL,3,639,24,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Salt Point SMCA,Mainland,11/1/24 10:44
UCSC,Phillips Gulch,PHL,38.58584976,-123.34147,38.58585358,-123.34147,5160,2011,Summer,SU11,122,5/19/11,postelsia,POSPAL,1,447,14,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Salt Point SMCA,Mainland,11/1/24 10:44
UCSC,Phillips Gulch,PHL,38.58584976,-123.34147,38.58585358,-123.34147,5160,2011,Summer,SU11,122,5/19/11,postelsia,POSPAL,2,476,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Salt Point SMCA,Mainland,11/1/24 10:44
UCSC,Phillips Gulch,PHL,38.58584976,-123.34147,38.58585358,-123.34147,5160,2011,Summer,SU11,122,5/19/11,postelsia,POSPAL,3,840,24,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Salt Point SMCA,Mainland,11/1/24 10:44
UCSC,Phillips Gulch,PHL,38.58584976,-123.34147,38.58585358,-123.34147,5160,2020,Summer,SU20,158,7/8/20,postelsia,POSPAL,1,492,14,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Salt Point SMCA,Mainland,11/1/24 10:44
UCSC,Phillips Gulch,PHL,38.58584976,-123.34147,38.58585358,-123.34147,5160,2020,Summer,SU20,158,7/8/20,postelsia,POSPAL,2,588,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Salt Point SMCA,Mainland,11/1/24 10:44
UCSC,Phillips Gulch,PHL,38.58584976,-123.34147,38.58585358,-123.34147,5160,2020,Summer,SU20,158,7/8/20,postelsia,POSPAL,3,1187,24,IP,California,CA North,WA Olympic Coast to San Francisco,SMCA,North Central Coast,North Coast,Salt Point SMCA,Mainland,11/1/24 10:44
UCSC,Gerstle Cove,GER,38.56613922,-123.32919,38.56613541,-123.32919,5170,2010,Summer,SU10,118,6/14/10,postelsia,POSPAL,1,511,24,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Gerstle Cove SMR,Mainland,11/1/24 10:44
UCSC,Gerstle Cove,GER,38.56613922,-123.32919,38.56613541,-123.32919,5170,2011,Summer,SU11,122,5/18/11,postelsia,POSPAL,1,532,24,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Gerstle Cove SMR,Mainland,11/1/24 10:44
UCSC,Gerstle Cove,GER,38.56613922,-123.32919,38.56613541,-123.32919,5170,2017,Summer,SU17,146,6/27/17,postelsia,POSPAL,1,568,24,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Gerstle Cove SMR,Mainland,11/1/24 10:44
UCSC,Gerstle Cove,GER,38.56613922,-123.32919,38.56613541,-123.32919,5170,2019,Summer,SU19,154,8/3/19,postelsia,POSPAL,1,168,24,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Gerstle Cove SMR,Mainland,11/1/24 10:44
UCSC,Gerstle Cove,GER,38.56613922,-123.32919,38.56613541,-123.32919,5170,2020,Summer,SU20,158,7/5/20,postelsia,POSPAL,1,471,24,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Gerstle Cove SMR,Mainland,11/1/24 10:44
UCSC,Gerstle Cove,GER,38.56613922,-123.32919,38.56613541,-123.32919,5170,2021,Summer,SU21,162,6/26/21,postelsia,POSPAL,1,998,24,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Gerstle Cove SMR,Mainland,11/1/24 10:44
UCSC,Gerstle Cove,GER,38.56613922,-123.32919,38.56613541,-123.32919,5170,2022,Summer,SU22,166,6/14/22,postelsia,POSPAL,1,501,24,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Gerstle Cove SMR,Mainland,11/1/24 10:44
UCSC,Gerstle Cove,GER,38.56613922,-123.32919,38.56613541,-123.32919,5170,2023,Summer,SU23,170,6/3/23,postelsia,POSPAL,1,632,24,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Gerstle Cove SMR,Mainland,11/1/24 10:44
UCSC,Gerstle Cove,GER,38.56613922,-123.32919,38.56613541,-123.32919,5170,2024,Summer,SU24,174,6/5/24,postelsia,POSPAL,1,242,24,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Gerstle Cove SMR,Mainland,11/1/24 10:44
UCSC,Windermere Point,WIN,38.52394104,-123.26747,38.52394104,-123.26747,5180,2010,Summer,SU10,118,6/30/10,postelsia,POSPAL,1,906,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Windermere Point,WIN,38.52394104,-123.26747,38.52394104,-123.26747,5180,2010,Summer,SU10,118,6/30/10,postelsia,POSPAL,2,414,16,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Windermere Point,WIN,38.52394104,-123.26747,38.52394104,-123.26747,5180,2010,Summer,SU10,118,6/30/10,postelsia,POSPAL,3,532,16,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Windermere Point,WIN,38.52394104,-123.26747,38.52394104,-123.26747,5180,2011,Summer,SU11,122,5/8/11,postelsia,POSPAL,1,1207,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Windermere Point,WIN,38.52394104,-123.26747,38.52394104,-123.26747,5180,2011,Summer,SU11,122,5/8/11,postelsia,POSPAL,2,417,16,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Windermere Point,WIN,38.52394104,-123.26747,38.52394104,-123.26747,5180,2011,Summer,SU11,122,5/8/11,postelsia,POSPAL,3,1382,16,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Windermere Point,WIN,38.52394104,-123.26747,38.52394104,-123.26747,5180,2020,Summer,SU20,158,8/18/20,postelsia,POSPAL,1,8,14,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Windermere Point,WIN,38.52394104,-123.26747,38.52394104,-123.26747,5180,2020,Summer,SU20,158,8/18/20,postelsia,POSPAL,2,0,16,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Windermere Point,WIN,38.52394104,-123.26747,38.52394104,-123.26747,5180,2020,Summer,SU20,158,8/18/20,postelsia,POSPAL,3,0,16,IP,California,CA North,WA Olympic Coast to San Francisco,NONE,North Central Coast,North Coast,NONE,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2002,Summer,SU02,86,6/23/02,postelsia,POSPAL,1,306,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2002,Summer,SU02,86,6/23/02,postelsia,POSPAL,2,184,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2003,Summer,SU03,90,6/18/03,postelsia,POSPAL,1,977,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2003,Summer,SU03,90,6/18/03,postelsia,POSPAL,2,315,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2004,Summer,SU04,94,6/7/04,postelsia,POSPAL,1,593,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2004,Summer,SU04,94,6/7/04,postelsia,POSPAL,2,279,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2005,Summer,SU05,98,6/26/05,postelsia,POSPAL,1,432,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2005,Summer,SU05,98,6/26/05,postelsia,POSPAL,2,461,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2006,Summer,SU06,102,6/17/06,postelsia,POSPAL,1,314,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2006,Summer,SU06,102,6/17/06,postelsia,POSPAL,2,370,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2007,Summer,SU07,106,6/19/07,postelsia,POSPAL,1,409,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2007,Summer,SU07,106,6/19/07,postelsia,POSPAL,2,551,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2008,Summer,SU08,110,6/8/08,postelsia,POSPAL,1,1136,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2008,Summer,SU08,110,6/8/08,postelsia,POSPAL,2,773,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2009,Summer,SU09,114,6/27/09,postelsia,POSPAL,1,504,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2009,Summer,SU09,114,6/27/09,postelsia,POSPAL,2,422,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2010,Summer,SU10,118,6/16/10,postelsia,POSPAL,1,887,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2010,Summer,SU10,118,6/16/10,postelsia,POSPAL,2,644,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2011,Summer,SU11,122,6/19/11,postelsia,POSPAL,1,441,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2011,Summer,SU11,122,6/19/11,postelsia,POSPAL,2,657,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2012,Summer,SU12,126,7/7/12,postelsia,POSPAL,1,276,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2012,Summer,SU12,126,7/7/12,postelsia,POSPAL,2,408,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2013,Summer,SU13,130,6/22/13,postelsia,POSPAL,1,835,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2013,Summer,SU13,130,6/22/13,postelsia,POSPAL,2,1173,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2014,Summer,SU14,134,6/12/14,postelsia,POSPAL,1,209,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2014,Summer,SU14,134,6/12/14,postelsia,POSPAL,2,842,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2015,Summer,SU15,138,6/15/15,postelsia,POSPAL,1,15,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2015,Summer,SU15,138,6/15/15,postelsia,POSPAL,2,37,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2016,Summer,SU16,142,6/4/16,postelsia,POSPAL,1,30,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2016,Summer,SU16,142,6/4/16,postelsia,POSPAL,2,66,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2017,Summer,SU17,146,7/26/17,postelsia,POSPAL,1,107,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2017,Summer,SU17,146,7/26/17,postelsia,POSPAL,2,214,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2018,Summer,SU18,150,6/16/18,postelsia,POSPAL,1,295,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2018,Summer,SU18,150,6/16/18,postelsia,POSPAL,2,186,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2019,Summer,SU19,154,6/16/19,postelsia,POSPAL,1,75,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2019,Summer,SU19,154,6/16/19,postelsia,POSPAL,2,155,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2020,Summer,SU20,158,6/25/20,postelsia,POSPAL,1,102,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2020,Summer,SU20,158,6/25/20,postelsia,POSPAL,2,247,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2021,Summer,SU21,162,5/14/21,postelsia,POSPAL,1,207,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2021,Summer,SU21,162,5/14/21,postelsia,POSPAL,2,462,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2022,Summer,SU22,166,6/15/22,postelsia,POSPAL,1,118,20,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
UCSC,Bodega,BML,38.31819916,-123.07365,38.31819916,-123.07365,5200,2022,Summer,SU22,166,6/15/22,postelsia,POSPAL,2,123,18,IP,California,CA North,WA Olympic Coast to San Francisco,SMR,North Central Coast,North Coast,Bodega Head SMR,Mainland,11/1/24 10:44
