"","doy","t","temp","seas","thresh"
"3088",148,2014-05-27,10.94,11.3833,12.6077
"3089",149,2014-05-28,10.06,11.4324,12.665
"3090",150,2014-05-29,10.07,11.4756,12.717
"3091",151,2014-05-30,9.6,11.5123,12.7621
"3092",152,2014-05-31,10.92,11.5458,12.8078
"3093",153,2014-06-01,10.95,11.5763,12.8525
"3094",154,2014-06-02,11.31,11.6052,12.8943
"3095",155,2014-06-03,11.51,11.6327,12.9426
"3096",156,2014-06-04,NA,11.6593,12.984
"3097",157,2014-06-05,12.46,11.6879,13.032
"3098",158,2014-06-06,13.7,11.7199,13.0849
"3099",159,2014-06-07,11.61,11.7567,13.1426
"3100",160,2014-06-08,10.78,11.7988,13.2031
"3101",161,2014-06-09,9.7,11.8447,13.2608
"3102",162,2014-06-10,9.82,11.8947,13.3198
"3103",163,2014-06-11,9.2,11.9459,13.379
"3104",164,2014-06-12,11.2,11.9968,13.4355
"3105",165,2014-06-13,10.75,12.0482,13.4926
"3106",166,2014-06-14,10.06,12.0995,13.5503
"3107",167,2014-06-15,10.47,12.151,13.6086
"3108",168,2014-06-16,10.02,12.2006,13.6643
"3109",169,2014-06-17,9.63,12.2476,13.7159
"3110",170,2014-06-18,10.17,12.2903,13.7643
"3111",171,2014-06-19,11.05,12.3284,13.8075
"3112",172,2014-06-20,12.43,12.3659,13.849
"3113",173,2014-06-21,11.47,12.4026,13.8866
"3114",174,2014-06-22,12.47,12.4391,13.9248
"3115",175,2014-06-23,14.05,12.4766,13.9638
"3116",176,2014-06-24,12.48,12.5146,14.0041
"3117",177,2014-06-25,12.12,12.5547,14.0455
"3118",178,2014-06-26,13.36,12.5969,14.0863
"3119",179,2014-06-27,13.88,12.6438,14.127
"3120",180,2014-06-28,14.15,12.6962,14.1683
"3121",181,2014-06-29,12.98,12.7544,14.2097
"3122",182,2014-06-30,12.85,12.8173,14.2515
"3123",183,2014-07-01,13.8,12.8822,14.2899
"3124",184,2014-07-02,13.65,12.9492,14.3291
"3125",185,2014-07-03,13.79,13.0193,14.3719
"3126",186,2014-07-04,13.63,13.091,14.417
"3127",187,2014-07-05,14,13.164,14.4627
"3128",188,2014-07-06,14.27,13.2358,14.5117
"3129",189,2014-07-07,14.52,13.3061,14.5583
"3130",190,2014-07-08,14.5,13.3724,14.6052
"3131",191,2014-07-09,16.47,13.4325,14.6488
"3132",192,2014-07-10,15.57,13.4878,14.691
"3133",193,2014-07-11,14.76,13.5396,14.7313
"3134",194,2014-07-12,14.58,13.5889,14.7685
"3135",195,2014-07-13,13.74,13.636,14.8059
"3136",196,2014-07-14,13.85,13.6802,14.8405
"3137",197,2014-07-15,14.7,13.7231,14.8741
"3138",198,2014-07-16,14.42,13.7637,14.906
"3139",199,2014-07-17,14.69,13.8044,14.9406
"3140",200,2014-07-18,15.2,13.8446,14.9793
"3141",201,2014-07-19,16.05,13.8858,15.0177
"3142",202,2014-07-20,15.46,13.9286,15.057
"3143",203,2014-07-21,16.48,13.9704,15.0983
"3144",204,2014-07-22,15.43,14.0097,15.1364
"3145",205,2014-07-23,15.45,14.0471,15.1728
"3146",206,2014-07-24,15.27,14.0823,15.2079
"3147",207,2014-07-25,14.13,14.1159,15.2395
"3148",208,2014-07-26,14.41,14.1482,15.2697
"3149",209,2014-07-27,15.35,14.18,15.3027
"3150",210,2014-07-28,15.01,14.2093,15.3359
"3151",211,2014-07-29,14.69,14.2355,15.3648
"3152",212,2014-07-30,15.12,14.257,15.3897
"3153",213,2014-07-31,15.87,14.275,15.4115
"3154",214,2014-08-01,16.37,14.2912,15.4343
"3155",215,2014-08-02,16.36,14.3067,15.4522
"3156",216,2014-08-03,16.07,14.3208,15.4719
"3157",217,2014-08-04,15.68,14.3324,15.4825
"3158",218,2014-08-05,15.23,14.3416,15.4932
"3159",219,2014-08-06,15.43,14.3487,15.4999
"3160",220,2014-08-07,15.57,14.3524,15.5028
"3161",221,2014-08-08,15.2,14.3529,15.4998
"3162",222,2014-08-09,14.76,14.3552,15.4989
"3163",223,2014-08-10,14.96,14.3594,15.4989
"3164",224,2014-08-11,14.81,14.3633,15.4995
"3165",225,2014-08-12,14.28,14.3655,15.5007
"3166",226,2014-08-13,14.36,14.3662,15.5028
"3167",227,2014-08-14,14.2,14.3651,15.5072
"3168",228,2014-08-15,14.01,14.3626,15.5125
"3169",229,2014-08-16,13.86,14.3563,15.5189
"3170",230,2014-08-17,13.59,14.3453,15.5192
"3171",231,2014-08-18,13.4,14.3293,15.5128
"3172",232,2014-08-19,13.7,14.3097,15.5037
"3173",233,2014-08-20,14.43,14.2844,15.4878
"3174",234,2014-08-21,14.95,14.2547,15.4553
"3175",235,2014-08-22,14.88,14.2235,15.4181
"3176",236,2014-08-23,15.34,14.1915,15.3764
"3177",237,2014-08-24,14.76,14.1585,15.3321
"3178",238,2014-08-25,14.79,14.1242,15.289
"3179",239,2014-08-26,15.29,14.0888,15.2457
"3180",240,2014-08-27,15.19,14.0537,15.2009
"3181",241,2014-08-28,14.9,14.0198,15.1573
"3182",242,2014-08-29,14.71,13.988,15.1176
"3183",243,2014-08-30,16.06,13.9582,15.0852
"3184",244,2014-08-31,15.3,13.9293,15.0555
"3185",245,2014-09-01,15.12,13.9005,15.0281
"3186",246,2014-09-02,15.02,13.8707,15.0046
"3187",247,2014-09-03,14.19,13.8402,14.9795
"3188",248,2014-09-04,12.87,13.8088,14.955
"3189",249,2014-09-05,12,13.7766,14.9289
"3190",250,2014-09-06,12.7,13.7441,14.9019
"3191",251,2014-09-07,13.11,13.7117,14.8758
"3192",252,2014-09-08,12.7,13.6793,14.8503
"3193",253,2014-09-09,13.03,13.6448,14.8232
"3194",254,2014-09-10,13.26,13.6083,14.7957
"3195",255,2014-09-11,13.84,13.5716,14.7675
"3196",256,2014-09-12,14.31,13.5356,14.7378
"3197",257,2014-09-13,14.47,13.4995,14.7058
"3198",258,2014-09-14,15.13,13.4632,14.6723
"3199",259,2014-09-15,15.16,13.4266,14.6385
"3200",260,2014-09-16,15.37,13.3913,14.6021
"3201",261,2014-09-17,15.56,13.3578,14.5659
"3202",262,2014-09-18,14.27,13.3258,14.5292
"3203",263,2014-09-19,14.61,13.2948,14.4922
"3204",264,2014-09-20,15.14,13.2654,14.4532
"3205",265,2014-09-21,14.79,13.2372,14.4259
"3206",266,2014-09-22,14.87,13.2071,14.4017
"3207",267,2014-09-23,15.29,13.1754,14.3774
"3208",268,2014-09-24,15.1,13.1438,14.3537
"3209",269,2014-09-25,15.17,13.1117,14.3303
"3210",270,2014-09-26,15.8,13.079,14.3061
"3211",271,2014-09-27,16.07,13.0444,14.2813
"3212",272,2014-09-28,16.05,13.008,14.2555
"3213",273,2014-09-29,15.98,12.9705,14.2293
"3214",274,2014-09-30,16,12.9331,14.2003
"3215",275,2014-10-01,15.49,12.896,14.1711
"3216",276,2014-10-02,15.06,12.8591,14.139
"3217",277,2014-10-03,14.73,12.8229,14.1079
"3218",278,2014-10-04,14.54,12.7871,14.078
"3219",279,2014-10-05,14.53,12.7501,14.0453
"3220",280,2014-10-06,14.81,12.7126,14.0095
"3221",281,2014-10-07,14.32,12.6745,13.9776
"3222",282,2014-10-08,14.36,12.6343,13.9467
"3223",283,2014-10-09,14.16,12.5926,13.9134
"3224",284,2014-10-10,13.99,12.5491,13.8789
"3225",285,2014-10-11,13.7,12.5029,13.8432
"3226",286,2014-10-12,12.68,12.4548,13.8075
"3227",287,2014-10-13,13.04,12.4052,13.7763
"3228",288,2014-10-14,13.49,12.3554,13.7459
"3229",289,2014-10-15,13.46,12.3053,13.7163
"3230",290,2014-10-16,13.46,12.2569,13.6884
"3231",291,2014-10-17,13.45,12.2102,13.6637
"3232",292,2014-10-18,13.8,12.1658,13.6429
"3233",293,2014-10-19,14.75,12.1253,13.6248
"3234",294,2014-10-20,14.96,12.0875,13.6108
"3235",295,2014-10-21,15.03,12.0524,13.6075
"3236",296,2014-10-22,15.15,12.02,13.606
"3237",297,2014-10-23,15.21,11.9909,13.6013
"3238",298,2014-10-24,14.91,11.9647,13.599
"3239",299,2014-10-25,15.01,11.9406,13.5992
"3240",300,2014-10-26,14.73,11.918,13.5993
"3241",301,2014-10-27,14.29,11.8964,13.5971
"3242",302,2014-10-28,14.2,11.8752,13.5798
"3243",303,2014-10-29,14.63,11.8539,13.5561
"3244",304,2014-10-30,14.73,11.8319,13.5321
"3245",305,2014-10-31,14.68,11.8093,13.5072
"3246",306,2014-11-01,14.5,11.7865,13.4814
"3247",307,2014-11-02,14,11.7639,13.4567
"3248",308,2014-11-03,13.96,11.741,13.431
"3249",309,2014-11-04,13.97,11.7175,13.404
"3250",310,2014-11-05,14.31,11.6947,13.3783
"3251",311,2014-11-06,14.18,11.6726,13.3556
"3252",312,2014-11-07,14.17,11.6506,13.3299
"3253",313,2014-11-08,14.08,11.6299,13.3045
"3254",314,2014-11-09,14.19,11.6101,13.2846
"3255",315,2014-11-10,14.1,11.5909,13.2648
"3256",316,2014-11-11,13.54,11.5727,13.2532
"3257",317,2014-11-12,13.86,11.5542,13.2428
"3258",318,2014-11-13,13.75,11.5356,13.2283
"3259",319,2014-11-14,13.96,11.5168,13.215
"3260",320,2014-11-15,13.76,11.4984,13.2013
"3261",321,2014-11-16,13.47,11.4791,13.1839
"3262",322,2014-11-17,12.8,11.4586,13.1627
"3263",323,2014-11-18,12.8,11.4367,13.1399
"3264",324,2014-11-19,13.1,11.413,13.117
"3265",325,2014-11-20,13.21,11.3886,13.0929
"3266",326,2014-11-21,13.18,11.3646,13.0635
"3267",327,2014-11-22,13.32,11.3407,13.0299
"3268",328,2014-11-23,13.12,11.3165,12.9988
"3269",329,2014-11-24,13.18,11.2916,12.9666
"3270",330,2014-11-25,13.2,11.2653,12.9306
"3271",331,2014-11-26,13.3,11.2372,12.8929
"3272",332,2014-11-27,13.26,11.2079,12.8561
"3273",333,2014-11-28,13.29,11.1783,12.8332
"3274",334,2014-11-29,13.46,11.1487,12.8163
"3275",335,2014-11-30,13.71,11.1188,12.7996
"3276",336,2014-12-01,13.44,11.0884,12.7829
"3277",337,2014-12-02,13.39,11.0569,12.765
"3278",338,2014-12-03,13.67,11.0241,12.7466
"3279",339,2014-12-04,14.19,10.9907,12.727
"3280",340,2014-12-05,14.26,10.9572,12.7073
"3281",341,2014-12-06,14.18,10.9239,12.6891
"3282",342,2014-12-07,14.03,10.8915,12.6709
"3283",343,2014-12-08,14.18,10.86,12.6537
"3284",344,2014-12-09,14.3,10.8291,12.6361
"3285",345,2014-12-10,14.58,10.7989,12.6157
"3286",346,2014-12-11,14.78,10.7699,12.5959
"3287",347,2014-12-12,14.93,10.7411,12.5673
"3288",348,2014-12-13,14.77,10.7131,12.5328
"3289",349,2014-12-14,14.37,10.6861,12.4906
"3290",350,2014-12-15,14.2,10.6599,12.4366
"3291",351,2014-12-16,14.12,10.6348,12.3805
"3292",352,2014-12-17,14.19,10.6115,12.3263
"3293",353,2014-12-18,14.31,10.5899,12.2751
"3294",354,2014-12-19,14,10.5702,12.2279
"3295",355,2014-12-20,14.2,10.5518,12.1826
"3296",356,2014-12-21,14.31,10.5343,12.1375
"3297",357,2014-12-22,14.33,10.5176,12.0963
"3298",358,2014-12-23,14.38,10.5021,12.067
"3299",359,2014-12-24,14.01,10.488,12.0421
"3300",360,2014-12-25,13.93,10.4754,12.0204
"3301",361,2014-12-26,13.53,10.4642,12.0017
"3302",362,2014-12-27,13.72,10.4547,11.9832
"3303",363,2014-12-28,13.4,10.4461,11.9664
"3304",364,2014-12-29,13.5,10.4383,11.9497
"3305",365,2014-12-30,12.85,10.4312,11.9325
"3306",366,2014-12-31,12.35,10.4246,11.9154
"3307",1,2015-01-01,11.34,10.4183,11.8983
"3308",2,2015-01-02,12.15,10.4124,11.8823
"3309",3,2015-01-03,11.81,10.4072,11.8665
"3310",4,2015-01-04,12.12,10.4023,11.8512
"3311",5,2015-01-05,12.36,10.3975,11.8334
"3312",6,2015-01-06,12.28,10.3932,11.8143
"3313",7,2015-01-07,12.53,10.3883,11.7984
"3314",8,2015-01-08,12.35,10.383,11.7817
"3315",9,2015-01-09,12.34,10.3769,11.7648
"3316",10,2015-01-10,12.03,10.3701,11.7479
"3317",11,2015-01-11,11.82,10.3625,11.7284
"3318",12,2015-01-12,12.02,10.3553,11.6986
"3319",13,2015-01-13,11.92,10.3483,11.6692
"3320",14,2015-01-14,11.83,10.3417,11.6488
"3321",15,2015-01-15,11.88,10.3352,11.6378
"3322",16,2015-01-16,12.19,10.3285,11.6292
"3323",17,2015-01-17,12.55,10.3216,11.6239
"3324",18,2015-01-18,12.87,10.3148,11.6191
"3325",19,2015-01-19,12.67,10.3084,11.6145
"3326",20,2015-01-20,12.42,10.3025,11.6083
"3327",21,2015-01-21,12.12,10.2971,11.6028
"3328",22,2015-01-22,12.05,10.292,11.5962
"3329",23,2015-01-23,12.47,10.2868,11.5832
"3330",24,2015-01-24,12.52,10.2817,11.5686
"3331",25,2015-01-25,12.51,10.2764,11.5571
"3332",26,2015-01-26,12.34,10.271,11.549
"3333",27,2015-01-27,12.22,10.266,11.5446
"3334",28,2015-01-28,11.98,10.2612,11.5417
"3335",29,2015-01-29,11.98,10.2558,11.5403
"3336",30,2015-01-30,12.06,10.2495,11.5406
"3337",31,2015-01-31,12.02,10.2427,11.54
"3338",32,2015-02-01,12.15,10.2357,11.5394
"3339",33,2015-02-02,12.29,10.2286,11.538
"3340",34,2015-02-03,12.32,10.2214,11.5351
"3341",35,2015-02-04,12.51,10.2134,11.5326
"3342",36,2015-02-05,12.59,10.205,11.5315
"3343",37,2015-02-06,13,10.1955,11.5291
"3344",38,2015-02-07,12.91,10.185,11.5216
"3345",39,2015-02-08,12.83,10.1744,11.5126
"3346",40,2015-02-09,12.91,10.164,11.5039
"3347",41,2015-02-10,12.75,10.1541,11.4952
"3348",42,2015-02-11,12.27,10.1446,11.4868
"3349",43,2015-02-12,12.38,10.1353,11.4905
"3350",44,2015-02-13,12.36,10.1259,11.499
"3351",45,2015-02-14,12.52,10.1168,11.5082
"3352",46,2015-02-15,12.41,10.1079,11.5194
"3353",47,2015-02-16,12.5,10.0993,11.5299
"3354",48,2015-02-17,12.69,10.0912,11.5374
"3355",49,2015-02-18,12.64,10.0835,11.5448
"3356",50,2015-02-19,12.63,10.0757,11.5497
"3357",51,2015-02-20,12.68,10.0676,11.5543
"3358",52,2015-02-21,12.59,10.0598,11.5583
"3359",53,2015-02-22,12.15,10.0521,11.5623
"3360",54,2015-02-23,11.62,10.0452,11.5657
"3361",55,2015-02-24,11.45,10.0388,11.5683
"3362",56,2015-02-25,11.56,10.0329,11.567
"3363",57,2015-02-26,11.27,10.0277,11.5638
"3364",58,2015-02-27,11.12,10.0231,11.5582
"3365",59,2015-02-28,11.07,10.0192,11.5523
"3366",61,2015-03-01,10.49,10.0154,11.5421
"3367",62,2015-03-02,10.7,10.0158,11.5405
"3368",63,2015-03-03,10.08,10.0165,11.5392
"3369",64,2015-03-04,9.78,10.0179,11.5393
"3370",65,2015-03-05,9.86,10.0197,11.5418
"3371",66,2015-03-06,10.26,10.0228,11.5447
"3372",67,2015-03-07,10.24,10.027,11.5528
"3373",68,2015-03-08,10.57,10.0326,11.562
"3374",69,2015-03-09,10.82,10.0396,11.5719
"3375",70,2015-03-10,10.72,10.0472,11.5828
"3376",71,2015-03-11,10.59,10.0551,11.5903
"3377",72,2015-03-12,10.82,10.063,11.5955
"3378",73,2015-03-13,10.96,10.0709,11.6003
"3379",74,2015-03-14,11.75,10.0794,11.6039
"3380",75,2015-03-15,11.4,10.088,11.6062
"3381",76,2015-03-16,11.49,10.0962,11.6033
"3382",77,2015-03-17,12.07,10.1033,11.5987
"3383",78,2015-03-18,12.09,10.1105,11.5935
"3384",79,2015-03-19,11.87,10.117,11.5845
"3385",80,2015-03-20,11.85,10.1229,11.5717
"3386",81,2015-03-21,12.13,10.1287,11.5569
"3387",82,2015-03-22,12.13,10.1349,11.5421
"3388",83,2015-03-23,11.95,10.141,11.5247
"3389",84,2015-03-24,12.41,10.1466,11.5081
"3390",85,2015-03-25,12.37,10.1516,11.4959
"3391",86,2015-03-26,12.43,10.1555,11.4839
"3392",87,2015-03-27,12.14,10.1589,11.4727
"3393",88,2015-03-28,11.81,10.1624,11.4623
"3394",89,2015-03-29,11.34,10.1657,11.4537
"3395",90,2015-03-30,11.27,10.1693,11.4464
"3396",91,2015-03-31,12.22,10.1732,11.4423
"3397",92,2015-04-01,11.5,10.1769,11.4381
"3398",93,2015-04-02,10.96,10.1797,11.4319
"3399",94,2015-04-03,10.23,10.1833,11.4283
"3400",95,2015-04-04,10.25,10.1874,11.4253
"3401",96,2015-04-05,9.85,10.1923,11.4233
"3402",97,2015-04-06,9.73,10.1984,11.4223
"3403",98,2015-04-07,10.19,10.2059,11.4205
"3404",99,2015-04-08,10.65,10.2143,11.4174
"3405",100,2015-04-09,10.84,10.2229,11.415
"3406",101,2015-04-10,10.96,10.2313,11.4125
"3407",102,2015-04-11,11.78,10.2397,11.4134
"3408",103,2015-04-12,10.84,10.2482,11.4167
"3409",104,2015-04-13,10.69,10.2575,11.4224
"3410",105,2015-04-14,10.88,10.2663,11.4285
"3411",106,2015-04-15,10.97,10.277,11.4352
"3412",107,2015-04-16,10.51,10.2881,11.4461
"3413",108,2015-04-17,10.35,10.2987,11.4574
"3414",109,2015-04-18,10.74,10.3076,11.4655
"3415",110,2015-04-19,10.68,10.3153,11.4772
"3416",111,2015-04-20,11.74,10.3221,11.4939
"3417",112,2015-04-21,11.88,10.3291,11.513
"3418",113,2015-04-22,10.81,10.3347,11.5308
"3419",114,2015-04-23,9.5,10.3404,11.552
"3420",115,2015-04-24,9.33,10.3466,11.5725
"3421",116,2015-04-25,9.18,10.354,11.5887
"3422",117,2015-04-26,NA,10.361,11.604
"3423",118,2015-04-27,NA,10.3692,11.619
"3424",119,2015-04-28,11.08,10.3798,11.6385
"3425",120,2015-04-29,10,10.3934,11.6639
"3426",121,2015-04-30,9.65,10.4088,11.689
"3427",122,2015-05-01,9.47,10.4248,11.7112
"3428",123,2015-05-02,10.21,10.4404,11.731
"3429",124,2015-05-03,10.12,10.4586,11.7523
"3430",125,2015-05-04,10.6,10.4778,11.7785
"3431",126,2015-05-05,10.01,10.4975,11.7974
"3432",127,2015-05-06,9.53,10.5179,11.8143
"3433",128,2015-05-07,8.84,10.5386,11.8302
"3434",129,2015-05-08,8.81,10.5591,11.8439
"3435",130,2015-05-09,9.75,10.5799,11.8632
"3436",131,2015-05-10,10.79,10.6011,11.8835
"3437",132,2015-05-11,9.57,10.6251,11.9065
"3438",133,2015-05-12,9.81,10.6531,11.9325
"3439",134,2015-05-13,10.4,10.6845,11.9599
"3440",135,2015-05-14,11.02,10.7169,11.9864
"3441",136,2015-05-15,9.95,10.7523,12.0134
"3442",137,2015-05-16,9.93,10.7892,12.0426
"3443",138,2015-05-17,10.68,10.8297,12.0765
"3444",139,2015-05-18,10.67,10.8748,12.1142
"3445",140,2015-05-19,10.91,10.9253,12.1608
"3446",141,2015-05-20,10.58,10.9792,12.2103
"3447",142,2015-05-21,11.17,11.0365,12.2652
"3448",143,2015-05-22,10.96,11.0948,12.3214
"3449",144,2015-05-23,11.07,11.154,12.3788
"3450",145,2015-05-24,12.9,11.2138,12.4361
"3451",146,2015-05-25,12.19,11.273,12.4939
"3452",147,2015-05-26,12.82,11.3292,12.5503
"3453",148,2015-05-27,12.93,11.3833,12.6077
"3454",149,2015-05-28,11.67,11.4324,12.665
"3455",150,2015-05-29,12.58,11.4756,12.717
"3456",151,2015-05-30,12.77,11.5123,12.7621
"3457",152,2015-05-31,12.63,11.5458,12.8078
"3458",153,2015-06-01,13.18,11.5763,12.8525
"3459",154,2015-06-02,13.07,11.6052,12.8943
"3460",155,2015-06-03,13.37,11.6327,12.9426
"3461",156,2015-06-04,12.47,11.6593,12.984
"3462",157,2015-06-05,11.75,11.6879,13.032
"3463",158,2015-06-06,12.78,11.7199,13.0849
"3464",159,2015-06-07,13.01,11.7567,13.1426
"3465",160,2015-06-08,13.38,11.7988,13.2031
"3466",161,2015-06-09,13.92,11.8447,13.2608
"3467",162,2015-06-10,15.54,11.8947,13.3198
"3468",163,2015-06-11,14.33,11.9459,13.379
"3469",164,2015-06-12,14.56,11.9968,13.4355
"3470",165,2015-06-13,13.21,12.0482,13.4926
"3471",166,2015-06-14,12.2,12.0995,13.5503
"3472",167,2015-06-15,12.35,12.151,13.6086
"3473",168,2015-06-16,12.54,12.2006,13.6643
"3474",169,2015-06-17,13.06,12.2476,13.7159
"3475",170,2015-06-18,13.68,12.2903,13.7643
"3476",171,2015-06-19,13.28,12.3284,13.8075
"3477",172,2015-06-20,13.69,12.3659,13.849
"3478",173,2015-06-21,13.73,12.4026,13.8866
"3479",174,2015-06-22,13.64,12.4391,13.9248
"3480",175,2015-06-23,14.14,12.4766,13.9638
"3481",176,2015-06-24,14.17,12.5146,14.0041
"3482",177,2015-06-25,15.36,12.5547,14.0455
"3483",178,2015-06-26,14.45,12.5969,14.0863
"3484",179,2015-06-27,16.28,12.6438,14.127
"3485",180,2015-06-28,14.69,12.6962,14.1683
"3486",181,2015-06-29,14.29,12.7544,14.2097
"3487",182,2015-06-30,14.08,12.8173,14.2515
"3488",183,2015-07-01,13.94,12.8822,14.2899
"3489",184,2015-07-02,14.68,12.9492,14.3291
"3490",185,2015-07-03,14.38,13.0193,14.3719
"3491",186,2015-07-04,15.12,13.091,14.417
"3492",187,2015-07-05,15.21,13.164,14.4627
"3493",188,2015-07-06,15.59,13.2358,14.5117
"3494",189,2015-07-07,15.73,13.3061,14.5583
"3495",190,2015-07-08,15.59,13.3724,14.6052
"3496",191,2015-07-09,14.87,13.4325,14.6488
"3497",192,2015-07-10,15.06,13.4878,14.691
"3498",193,2015-07-11,15.95,13.5396,14.7313
"3499",194,2015-07-12,15.32,13.5889,14.7685
"3500",195,2015-07-13,16.07,13.636,14.8059
"3501",196,2015-07-14,15.13,13.6802,14.8405
"3502",197,2015-07-15,15.06,13.7231,14.8741
"3503",198,2015-07-16,15.27,13.7637,14.906
"3504",199,2015-07-17,14.22,13.8044,14.9406
"3505",200,2015-07-18,14.81,13.8446,14.9793
"3506",201,2015-07-19,14.59,13.8858,15.0177
"3507",202,2015-07-20,14.32,13.9286,15.057
"3508",203,2015-07-21,14.08,13.9704,15.0983
"3509",204,2015-07-22,14.73,14.0097,15.1364
"3510",205,2015-07-23,14.58,14.0471,15.1728
"3511",206,2015-07-24,14.12,14.0823,15.2079
"3512",207,2015-07-25,15.6,14.1159,15.2395
"3513",208,2015-07-26,14.77,14.1482,15.2697
"3514",209,2015-07-27,14.89,14.18,15.3027
"3515",210,2015-07-28,14.62,14.2093,15.3359
"3516",211,2015-07-29,13.23,14.2355,15.3648
"3517",212,2015-07-30,14.27,14.257,15.3897
"3518",213,2015-07-31,14.16,14.275,15.4115
"3519",214,2015-08-01,14.4,14.2912,15.4343
"3520",215,2015-08-02,14.35,14.3067,15.4522
"3521",216,2015-08-03,14.49,14.3208,15.4719
"3522",217,2015-08-04,13.98,14.3324,15.4825
"3523",218,2015-08-05,15.08,14.3416,15.4932
"3524",219,2015-08-06,14.94,14.3487,15.4999
"3525",220,2015-08-07,15.13,14.3524,15.5028
"3526",221,2015-08-08,15.32,14.3529,15.4998
"3527",222,2015-08-09,16.55,14.3552,15.4989
"3528",223,2015-08-10,16,14.3594,15.4989
"3529",224,2015-08-11,15.41,14.3633,15.4995
"3530",225,2015-08-12,14.71,14.3655,15.5007
"3531",226,2015-08-13,14.81,14.3662,15.5028
"3532",227,2015-08-14,15.08,14.3651,15.5072
"3533",228,2015-08-15,15.13,14.3626,15.5125
"3534",229,2015-08-16,15.27,14.3563,15.5189
"3535",230,2015-08-17,14.84,14.3453,15.5192
"3536",231,2015-08-18,14.68,14.3293,15.5128
"3537",232,2015-08-19,14.4,14.3097,15.5037
"3538",233,2015-08-20,15.19,14.2844,15.4878
"3539",234,2015-08-21,15.61,14.2547,15.4553
"3540",235,2015-08-22,15.12,14.2235,15.4181
"3541",236,2015-08-23,15.32,14.1915,15.3764
"3542",237,2015-08-24,15.54,14.1585,15.3321
"3543",238,2015-08-25,15.74,14.1242,15.289
"3544",239,2015-08-26,16.2,14.0888,15.2457
"3545",240,2015-08-27,16.08,14.0537,15.2009
"3546",241,2015-08-28,16.23,14.0198,15.1573
"3547",242,2015-08-29,15.9,13.988,15.1176
"3548",243,2015-08-30,16.04,13.9582,15.0852
"3549",244,2015-08-31,16.48,13.9293,15.0555
"3550",245,2015-09-01,16.71,13.9005,15.0281
"3551",246,2015-09-02,16.56,13.8707,15.0046
"3552",247,2015-09-03,16.42,13.8402,14.9795
"3553",248,2015-09-04,15.56,13.8088,14.955
"3554",249,2015-09-05,15.38,13.7766,14.9289
"3555",250,2015-09-06,15.09,13.7441,14.9019
"3556",251,2015-09-07,14.3,13.7117,14.8758
"3557",252,2015-09-08,13.31,13.6793,14.8503
"3558",253,2015-09-09,13.59,13.6448,14.8232
"3559",254,2015-09-10,13.92,13.6083,14.7957
"3560",255,2015-09-11,14.21,13.5716,14.7675
"3561",256,2015-09-12,13.65,13.5356,14.7378
"3562",257,2015-09-13,13.7,13.4995,14.7058
"3563",258,2015-09-14,13.54,13.4632,14.6723
"3564",259,2015-09-15,13.76,13.4266,14.6385
"3565",260,2015-09-16,13.8,13.3913,14.6021
"3566",261,2015-09-17,14.49,13.3578,14.5659
"3567",262,2015-09-18,14.33,13.3258,14.5292
"3568",263,2015-09-19,14.36,13.2948,14.4922
"3569",264,2015-09-20,14.85,13.2654,14.4532
"3570",265,2015-09-21,14.8,13.2372,14.4259
"3571",266,2015-09-22,14.5,13.2071,14.4017
"3572",267,2015-09-23,13.8,13.1754,14.3774
"3573",268,2015-09-24,13.73,13.1438,14.3537
"3574",269,2015-09-25,13.51,13.1117,14.3303
"3575",270,2015-09-26,13.34,13.079,14.3061
"3576",271,2015-09-27,13.12,13.0444,14.2813
"3577",272,2015-09-28,13.11,13.008,14.2555
"3578",273,2015-09-29,13.95,12.9705,14.2293
"3579",274,2015-09-30,13.08,12.9331,14.2003
"3580",275,2015-10-01,13.46,12.896,14.1711
"3581",276,2015-10-02,13.19,12.8591,14.139
"3582",277,2015-10-03,12.71,12.8229,14.1079
"3583",278,2015-10-04,12.18,12.7871,14.078
"3584",279,2015-10-05,12.26,12.7501,14.0453
"3585",280,2015-10-06,12.63,12.7126,14.0095
"3586",281,2015-10-07,12.6,12.6745,13.9776
"3587",282,2015-10-08,12.22,12.6343,13.9467
"3588",283,2015-10-09,12.57,12.5926,13.9134
"3589",284,2015-10-10,12.62,12.5491,13.8789
"3590",285,2015-10-11,12.53,12.5029,13.8432
"3591",286,2015-10-12,12.47,12.4548,13.8075
"3592",287,2015-10-13,12.78,12.4052,13.7763
"3593",288,2015-10-14,13.03,12.3554,13.7459
"3594",289,2015-10-15,13.2,12.3053,13.7163
"3595",290,2015-10-16,13,12.2569,13.6884
"3596",291,2015-10-17,13.16,12.2102,13.6637
"3597",292,2015-10-18,13.63,12.1658,13.6429
"3598",293,2015-10-19,13.83,12.1253,13.6248
"3599",294,2015-10-20,14.25,12.0875,13.6108
"3600",295,2015-10-21,13.59,12.0524,13.6075
"3601",296,2015-10-22,13.42,12.02,13.606
"3602",297,2015-10-23,13.09,11.9909,13.6013
"3603",298,2015-10-24,13.3,11.9647,13.599
"3604",299,2015-10-25,13.16,11.9406,13.5992
"3605",300,2015-10-26,13.48,11.918,13.5993
"3606",301,2015-10-27,13.82,11.8964,13.5971
"3607",302,2015-10-28,13.72,11.8752,13.5798
"3608",303,2015-10-29,13.58,11.8539,13.5561
"3609",304,2015-10-30,13.7,11.8319,13.5321
